Proyecto,Módulo,Desarrollador,Líneas de código,Número de bugs,Tiempo de desarrollo (horas),Costo (USD),Satisfacción del cliente,Antigüedad del desarrollador (años),Idioma de programación,Plataforma,Tipo de proyecto,Fase del proyecto,Tamaño del equipo,Tecnologías
Nichols-Murphy,edge,Dennis Taylor,3251,29,183,14183,3,4,Java,Mobile,Management System,Development,6,"sometimes, recent, explain"
Hartman Inc,around,Amber Manning,6163,6,32,83963,4,9,Javascript,Web,Web site,Testing,10,"collection, arrive, hold"
West-Thomas,vote,Kristina Juarez,6987,5,13,26169,4,3,Java,Web,Management System,Design,10,"yes, pull, reveal"
Schneider and Sons,carry,Carol House,1006,29,163,32877,5,6,Python,Desktop,Management System,Design,8,"girl, account, teach"
Martin Group,listen,Daniel Brown,3848,23,454,41630,1,15,Python,Web,Management System,Development,10,"hope, nation, national"
"Hall, Yoder and Lewis",industry,Ashley Gutierrez,1100,44,183,16250,2,4,Python,Web,Management System,Design,1,"Republican, seem, voice"
Lynch Group,close,Christopher Griffith,7464,7,252,10158,1,5,Python,Desktop,Web site,Testing,4,"baby, region, window"
Jones-Mclean,together,Timothy Barnes,4707,46,358,38224,4,6,Javascript,Mobile,Web site,Testing,2,"year, pull, energy"
Nash-Cook,quality,Diana Reed,7442,29,112,51596,1,13,Python,Desktop,Application,Testing,5,"wish, fall, hotel"
Jones-Gibson,other,Andrea Armstrong,457,24,144,53018,5,4,Java,Mobile,Web site,Design,10,"car, oil, add"
Warren-Shaw,ten,Jonathan Thomas,7275,30,455,69116,1,9,Python,Mobile,Application,Design,5,"put, boy, attention"
Mckee and Sons,source,William Howell,1021,17,310,98443,5,3,Kotlin,Web,Management System,Deployment,8,"structure, fund, product"
"Johnston, Smith and Haynes",from,Kaitlyn Sims,2200,28,374,82930,4,3,Java,Desktop,Application,Design,5,"lead, study, oil"
Henson-Harrington,a,Kyle Morris,9832,39,229,70949,5,7,Javascript,Web,Application,Deployment,8,"push, structure, will"
Hunter-Atkins,score,Linda Smith,8955,5,81,48422,5,11,Java,Desktop,Web site,Development,10,"buy, everything, purpose"
Carter-Navarro,full,Eric Smith,4905,23,346,65752,3,1,Javascript,Mobile,Web site,Deployment,5,"it, size, present"
"Stone, Williamson and Bell",share,Angela Burns,5537,18,341,59423,1,12,Java,Desktop,Management System,Testing,5,"visit, campaign, large"
Bowers and Sons,almost,Mark Duarte,5080,43,173,37811,5,7,Kotlin,Web,Management System,Development,3,"mind, guy, sister"
"Williams, Smith and Fitzpatrick",onto,Michelle Hoover,3020,1,85,75777,3,9,Java,Desktop,Application,Testing,10,"cultural, seek, question"
Hart-Calderon,ground,Jacqueline Aguilar,3620,49,153,8953,3,8,Javascript,Desktop,Application,Testing,6,"owner, information, unit"
"Spence, Martinez and Richardson",conference,Kevin Ross,7605,14,123,95963,4,8,Kotlin,Web,Application,Deployment,9,"leader, stay, through"
"Hogan, Johnson and Salazar",tonight,Allison Reid,5847,0,118,5779,2,15,Python,Desktop,Application,Testing,5,"Mr, wish, specific"
Fleming-Harvey,boy,Joshua Hill,6182,18,148,9695,3,15,Kotlin,Mobile,Application,Testing,10,"reality, wind, church"
Banks and Sons,always,Christian Green,8529,7,368,75205,5,14,Python,Desktop,Application,Development,1,"tonight, through, prepare"
Frederick-Johnston,research,Gary Perez,3412,11,367,89240,3,9,Kotlin,Web,Management System,Development,4,"person, near, tax"
"Rice, Conner and Bell",remember,Jeffrey Arnold,6622,6,255,56971,4,11,Python,Web,Application,Design,6,"enough, first, think"
Brown Ltd,trouble,Lindsay Hill,5891,28,429,46299,5,8,Javascript,Desktop,Web site,Design,9,"here, wonder, seek"
Ortiz-Alexander,for,Rebecca Rivera,2496,39,378,83044,5,5,Python,Web,Management System,Development,8,"commercial, deep, collection"
Peters LLC,easy,Elizabeth Bowen,7525,37,78,75878,4,7,Kotlin,Desktop,Web site,Development,4,"company, will, them"
"Sanchez, Garcia and Griffith",them,Cody Jefferson,8568,42,340,4996,4,11,Javascript,Desktop,Management System,Deployment,4,"unit, consumer, address"
"Landry, Wood and Sutton",science,Brooke Roberson,4518,39,440,36016,4,11,Javascript,Web,Application,Development,1,"try, skin, prepare"
Moss Ltd,this,Jasmine Larson,947,6,149,25184,5,8,Kotlin,Web,Web site,Testing,7,"bank, me, yourself"
Meyers PLC,result,Benjamin Carrillo,4178,21,164,37532,1,5,Kotlin,Web,Application,Deployment,5,"dream, physical, fight"
"Sanders, Marsh and Bradley",fine,Ashley Stewart,989,44,462,18970,4,7,Kotlin,Desktop,Management System,Testing,2,"indeed, economy, property"
"Glover, Taylor and Jones",less,Lisa Smith,8213,48,217,84552,4,8,Java,Web,Web site,Development,4,"animal, hundred, look"
Lynch Inc,plant,Katie Holt,7917,28,158,46479,2,11,Javascript,Mobile,Application,Testing,2,"group, either, gun"
"Brady, Schmidt and Burke",order,Kelly Mckay,1783,2,186,2287,4,5,Javascript,Mobile,Management System,Development,2,"speak, marriage, page"
Cole-Martinez,real,Daniel Yates,4754,6,256,78442,2,12,Python,Desktop,Management System,Testing,7,"page, nice, drop"
"Greer, Villegas and Armstrong",issue,Gregory Nichols,2890,23,189,35866,5,1,Javascript,Web,Management System,Development,1,"meet, here, drug"
Smith Inc,company,Veronica Diaz,6206,5,48,61634,4,8,Java,Desktop,Web site,Design,2,"without, hold, professor"
"Huynh, Wilson and Clark",until,Natalie Chandler,6893,41,172,60871,1,9,Javascript,Desktop,Management System,Development,9,"car, cup, TV"
"Rivera, Estrada and Sanders",shake,Rachel Mitchell,7287,30,460,98932,1,6,Python,Mobile,Application,Design,6,"occur, same, way"
"Kelly, Tucker and Parker",threat,Russell Morris,8282,13,102,73495,1,5,Java,Desktop,Application,Testing,1,"beat, you, well"
Robles-Carlson,might,Caitlin Hughes,6567,12,149,49353,3,9,Javascript,Desktop,Web site,Testing,8,"arrive, couple, race"
Williams Inc,win,Regina Rodriguez,2231,24,159,15095,5,6,Java,Web,Management System,Development,2,"challenge, everybody, fly"
"Carson, Alvarez and Golden",degree,John Russell,3881,7,330,76752,5,4,Java,Mobile,Application,Design,10,"job, food, assume"
"Sherman, Wang and Beltran",total,David Fuller,4919,30,456,70971,2,1,Java,Web,Management System,Development,8,"answer, fish, remember"
George and Sons,option,Diana Stewart,5518,28,432,51846,2,15,Java,Mobile,Application,Testing,2,"those, you, public"
Franklin Inc,computer,Juan Reed,4651,10,415,61688,2,9,Java,Desktop,Application,Design,7,"history, particular, success"
"Zamora, Copeland and Solis",mother,Michele Watkins,8446,13,68,91901,5,13,Python,Desktop,Application,Design,8,"whole, wide, throw"
"Hernandez, White and Price",perform,Suzanne Jones,4876,39,135,38376,1,1,Kotlin,Mobile,Web site,Development,4,"film, mouth, young"
"Martinez, Davis and Sanchez",business,Derrick Bean,7070,46,98,36373,3,3,Python,Desktop,Application,Development,9,"throw, hotel, story"
Short Ltd,culture,Philip Martinez,7580,8,471,76024,4,9,Python,Web,Application,Testing,10,"near, field, note"
"Williams, Richard and Sanford",enter,Savannah Howard,8596,13,445,8258,5,8,Python,Mobile,Application,Design,3,"officer, full, list"
"Russo, Macias and Baldwin",discover,John Jennings,1583,29,51,59850,5,1,Kotlin,Mobile,Web site,Testing,4,"region, behind, Democrat"
Jackson-Cole,run,Gregory Aguilar,2241,18,35,88195,5,2,Javascript,Desktop,Management System,Development,7,"debate, reflect, throw"
"Lester, Hamilton and Thomas",decide,Daniel Ferguson,151,7,74,82506,1,14,Kotlin,Mobile,Application,Testing,3,"production, force, good"
Garrett-Ibarra,race,Nicole Jones,9888,0,155,87108,3,1,Kotlin,Desktop,Web site,Design,4,"current, truth, reflect"
"Vargas, Santos and Lopez",mean,Christian Hendricks,9147,27,150,97147,5,11,Kotlin,Desktop,Application,Testing,3,"fact, player, easy"
Jacobs LLC,fine,Ronald Smith,4229,46,182,18150,5,11,Kotlin,Mobile,Web site,Testing,5,"Mr, responsibility, science"
Estrada-Jackson,pick,Timothy Johnson,1620,33,326,97649,2,10,Javascript,Web,Web site,Testing,8,"try, must, employee"
Crawford-Peters,itself,Alec Moore,5346,40,379,20233,4,14,Java,Desktop,Application,Development,7,"left, box, trade"
Spencer-Garcia,energy,Kimberly King,4789,21,372,32733,5,2,Java,Desktop,Application,Design,6,"start, establish, ever"
Beasley-Parks,claim,Brent Snyder,6298,45,465,92266,3,12,Javascript,Web,Application,Development,10,"return, else, fast"
"Rosales, Payne and Quinn",community,Cassandra Duncan,8569,47,386,9775,1,8,Javascript,Web,Web site,Development,3,"some, say, there"
Buchanan-Bishop,year,Jonathan Duran,7825,24,494,4677,1,5,Python,Web,Application,Development,1,"morning, keep, hotel"
Salinas Inc,staff,Daniel Cortez,9242,20,34,71852,2,1,Java,Desktop,Web site,Deployment,9,"reality, form, likely"
"Robinson, Green and Richards",truth,Tonya Brooks,1803,0,237,89466,3,13,Python,Mobile,Application,Design,9,"positive, politics, loss"
Bowman and Sons,stand,Danny Nash,7614,34,443,57819,5,13,Kotlin,Mobile,Web site,Testing,3,"feel, rich, someone"
Phillips-Vincent,parent,Andrew Frank,8414,15,294,38392,2,6,Javascript,Desktop,Management System,Testing,5,"challenge, everything, expert"
Love Ltd,course,Shannon Farley,6583,17,244,95557,4,11,Kotlin,Mobile,Application,Deployment,2,"sit, west, capital"
Baker Inc,read,Gabriel Sawyer,6524,0,278,46772,2,12,Javascript,Desktop,Application,Testing,1,"political, data, either"
Miranda-Davis,along,Angela Thomas,9249,29,336,64741,5,15,Javascript,Mobile,Application,Deployment,8,"body, road, thousand"
Phillips Group,rule,Michael Gray,9302,43,391,47028,1,14,Kotlin,Desktop,Management System,Deployment,9,"until, large, magazine"
Smith-Snyder,when,Jeffery Kim,2671,41,181,86312,3,2,Javascript,Mobile,Web site,Testing,8,"support, they, media"
Smith PLC,seat,Julie James,245,50,140,87894,2,11,Java,Mobile,Management System,Deployment,10,"science, concern, woman"
Miller-Gonzalez,history,Mary Sanford,7947,19,129,41676,2,12,Python,Web,Application,Testing,8,"water, race, international"
Petersen Ltd,set,Matthew Vazquez,6604,13,342,95117,4,2,Python,Web,Management System,Testing,8,"second, carry, surface"
Cox-Coleman,might,Joshua Gill,9446,46,172,14120,3,1,Java,Web,Application,Deployment,4,"talk, walk, well"
Stanton Inc,though,Kristin Hoover,8590,47,468,83488,3,1,Python,Web,Web site,Testing,8,"interesting, majority, never"
Baldwin-Patterson,seat,Albert Joseph,4404,46,383,46896,5,1,Java,Mobile,Web site,Deployment,6,"lead, service, dinner"
Wyatt-Davis,watch,Dr. Jacqueline Elliott,2451,11,297,77021,4,4,Java,Desktop,Web site,Deployment,6,"he, region, learn"
"Peterson, Thompson and Reid",black,Molly Miller,4474,9,41,25928,2,12,Python,Desktop,Management System,Design,2,"information, stage, price"
"King, Ramos and Rodgers",situation,Kara Jacobs,511,1,80,34396,2,7,Python,Mobile,Management System,Deployment,9,"another, common, price"
Bernard-Wagner,career,Jordan Johnson,2373,8,343,3668,2,8,Javascript,Web,Management System,Design,1,"energy, order, south"
Warren-Hall,or,Christopher Frazier,2358,34,386,23192,5,3,Java,Mobile,Application,Design,7,"town, door, weight"
Rios Inc,dog,Jessica Williams,7735,37,302,73131,5,11,Kotlin,Mobile,Web site,Design,4,"ago, firm, have"
Acevedo-Marshall,and,Alexis Herrera,6705,1,271,71427,1,11,Java,Mobile,Web site,Testing,4,"window, until, who"
"Coleman, Calderon and Larson",hotel,Tony Shaw,6588,31,67,55834,4,4,Kotlin,Mobile,Application,Testing,10,"method, worry, above"
Wilson-Trevino,common,Alan Hernandez,9896,31,165,49740,5,13,Kotlin,Web,Management System,Development,10,"nor, trouble, prevent"
Hodges and Sons,produce,Ashley Medina,8523,32,171,86803,1,12,Python,Mobile,Management System,Design,3,"also, couple, everything"
"Crawford, Gordon and Brown",energy,Amy Greene,6577,13,433,86868,3,2,Javascript,Web,Application,Development,6,"it, southern, may"
"Bailey, Yates and Baldwin",town,Deborah Garza,8208,15,98,71994,1,14,Javascript,Web,Management System,Design,8,"try, lot, forward"
"Gomez, Cisneros and Stewart",star,Bethany Mcguire,5380,8,12,82255,3,5,Javascript,Desktop,Management System,Development,8,"show, exist, about"
"Rich, Nixon and Marshall",training,Gabriel Harris,425,39,222,57075,1,4,Python,Web,Application,Deployment,2,"stay, employee, home"
Morales-Norris,rich,Pamela Allison,9080,12,412,12128,5,10,Python,Web,Application,Deployment,3,"firm, have, must"
Finley LLC,project,David Jackson,4379,8,126,73688,5,8,Java,Mobile,Application,Development,6,"that, capital, appear"
Smith-Duran,various,Carolyn White,4902,3,40,89451,4,13,Python,Mobile,Web site,Design,3,"policy, fast, season"
Ponce PLC,natural,Anna Salinas,5815,1,460,26289,3,11,Kotlin,Desktop,Management System,Deployment,1,"capital, month, impact"
"Bell, Jones and Lane",hold,Kim Johnson,2407,48,405,98372,5,1,Kotlin,Mobile,Management System,Design,6,"bad, property, southern"
Mercer-Miller,all,Nicholas Rivera,4854,44,230,80536,5,4,Javascript,Desktop,Management System,Development,7,"collection, window, walk"
"Perez, Taylor and Frank",management,Samantha Paul,9630,47,291,51496,2,6,Python,Desktop,Application,Design,2,"box, car, recently"
"Christensen, Wells and Chen",pay,James Chapman,5924,32,251,41695,3,1,Kotlin,Mobile,Web site,Development,3,"individual, great, push"
Chan LLC,prove,John Ramirez,9317,33,260,88043,2,13,Python,Web,Web site,Testing,10,"whether, song, decide"
Johnson LLC,marriage,Sherry Bailey,7667,21,276,62181,3,4,Kotlin,Mobile,Management System,Testing,1,"season, health, option"
Aguirre PLC,system,Bridget Brown,2871,9,415,31912,5,4,Javascript,Web,Management System,Deployment,2,"gas, off, condition"
Miranda-Norman,system,Ethan Richard,2983,10,108,41445,5,10,Kotlin,Web,Web site,Deployment,8,"ten, stand, administration"
Hansen-Gill,area,Laura Ortiz,4780,43,355,22500,5,2,Kotlin,Desktop,Application,Testing,4,"operation, teacher, establish"
Brown Ltd,task,Taylor Austin,6636,17,250,87999,4,6,Python,Desktop,Application,Testing,7,"pay, prove, approach"
Hernandez Inc,clear,Becky Scott,8481,4,363,60708,5,13,Kotlin,Desktop,Management System,Development,8,"important, quickly, contain"
"Ortiz, Davis and Le",common,Christopher Salazar,6226,27,432,62524,1,5,Java,Web,Application,Deployment,4,"safe, leader, trip"
Schultz and Sons,apply,Richard Long,965,45,112,60825,5,15,Python,Web,Web site,Design,10,"office, article, into"
Pittman-Williams,skin,Timothy Owens,4780,36,321,23642,3,8,Java,Mobile,Management System,Deployment,9,"population, treat, either"
"Bernard, Rollins and Kennedy",worry,Keith Wilson,3263,7,20,62396,5,11,Javascript,Web,Management System,Development,4,"wait, include, identify"
Valencia and Sons,what,Darrell Hanson MD,4491,50,348,11711,1,9,Javascript,Mobile,Web site,Deployment,3,"on, thought, participant"
Best Ltd,teach,Matthew Wolf,574,42,59,34043,5,6,Java,Web,Management System,Testing,10,"commercial, choice, wind"
Stevens-Brown,treatment,Olivia Nelson,4498,26,92,15073,4,13,Kotlin,Mobile,Management System,Deployment,8,"three, when, hospital"
Griffin-Nguyen,happen,Michelle Williams,7513,48,463,59472,4,11,Javascript,Web,Management System,Design,3,"daughter, hotel, security"
Barnes and Sons,mean,Brittney Henderson,4776,43,477,84255,1,8,Python,Mobile,Management System,Deployment,7,"bank, decision, field"
Turner-Horton,alone,Katherine Norris,3455,20,249,53481,1,8,Kotlin,Web,Management System,Development,5,"gun, low, hour"
Potts-Grant,month,Jacqueline Johnson,7723,10,160,96283,4,12,Java,Web,Application,Deployment,5,"senior, quality, arrive"
Combs-Christensen,start,Nathaniel Wagner,696,2,417,65620,3,6,Kotlin,Desktop,Application,Development,1,"alone, popular, apply"
Allen-Bradley,why,Blake Barnes,4483,35,196,47118,2,15,Java,Web,Web site,Development,6,"opportunity, television, shake"
"Robles, Cisneros and Schwartz",allow,Kevin James,4892,34,323,28032,1,2,Javascript,Web,Web site,Deployment,9,"bank, eight, final"
Harper PLC,little,Rebecca Elliott,5980,21,198,60195,5,3,Javascript,Desktop,Management System,Development,1,"coach, outside, media"
Patterson Inc,professional,Jeanette Savage,6568,29,133,70801,1,2,Java,Web,Web site,Deployment,4,"center, citizen, beyond"
Campbell LLC,south,Andrea Peters,2984,0,28,36756,4,5,Java,Web,Web site,Deployment,1,"above, should, value"
Smith-Werner,page,Michael Phillips,1417,16,187,38240,5,4,Kotlin,Desktop,Management System,Design,3,"discover, think, teach"
Cole-Atkinson,per,Steven Arroyo,6275,11,42,68223,5,9,Python,Desktop,Application,Testing,4,"argue, culture, range"
"Dixon, Stewart and Gomez",pick,Lori Rice,2063,49,74,86259,1,12,Python,Mobile,Management System,Testing,3,"explain, common, range"
Woods and Sons,soldier,Charles Wong,8743,42,117,29091,3,4,Java,Web,Management System,Design,5,"physical, front, program"
"Campbell, Joseph and Cole",choice,Michelle Obrien,1929,6,442,58236,4,8,Java,Web,Web site,Design,3,"and, series, name"
Roman-Rodgers,new,Lauren Turner,2701,47,328,57954,4,7,Java,Desktop,Application,Deployment,4,"then, speech, society"
King-Cobb,statement,Stephanie Snyder,2836,9,343,44591,4,11,Java,Mobile,Application,Testing,6,"only, way, officer"
Case-Garcia,bank,Jose Miller,1807,26,244,88112,1,11,Java,Desktop,Management System,Development,4,"amount, ok, feel"
Riddle and Sons,road,Vanessa Miller,8418,16,183,79168,2,7,Java,Mobile,Web site,Development,1,"beautiful, might, situation"
Anderson-Espinoza,benefit,Olivia Gaines,4643,40,338,30996,5,14,Kotlin,Mobile,Application,Testing,6,"item, off, company"
"Davis, Page and Smith",order,Katelyn Torres,7912,14,144,40631,1,2,Javascript,Web,Management System,Testing,3,"everyone, until, some"
Thomas Group,explain,Jennifer Hood,4779,6,156,74270,4,7,Java,Mobile,Web site,Design,2,"western, degree, business"
Jackson-Coleman,civil,Jessica Myers,3067,26,112,6086,5,1,Javascript,Mobile,Application,Deployment,4,"name, focus, among"
Williams LLC,with,Jennifer Cisneros,6079,7,430,59112,4,7,Java,Desktop,Management System,Deployment,3,"draw, through, collection"
Jordan-White,address,Brandon Stanton,122,19,99,70997,4,7,Java,Desktop,Web site,Deployment,3,"last, weight, strong"
Mcdowell Inc,forget,Patrick Stewart,8393,21,324,17262,4,15,Python,Web,Application,Testing,2,"avoid, guess, want"
"Moore, Baker and Robertson",long,Tracy Walton,2790,50,410,33069,3,10,Java,Web,Application,Testing,2,"property, whether, reduce"
"Price, Moore and Santos",spring,Andrea Simpson,1698,12,449,50776,1,1,Python,Desktop,Management System,Development,6,"let, shoulder, war"
"Deleon, Mendez and Rodgers",boy,Alan Nielsen PhD,8609,35,306,55096,4,15,Javascript,Desktop,Web site,Testing,5,"can, bit, bed"
"Smith, Jackson and Price",so,Phillip Woods,232,46,252,40624,1,2,Python,Desktop,Management System,Design,1,"clearly, trial, blood"
Morris-Burton,town,Ian Parker,4994,43,388,2564,4,9,Kotlin,Web,Application,Deployment,6,"foreign, six, history"
Torres PLC,serve,David Martinez,6389,49,207,49409,4,4,Javascript,Mobile,Application,Testing,7,"play, price, according"
